,generations,mean,max
0,1,25.259082952991996,32.41863452987109
1,2,26.596251989976174,36.27347658778888
2,3,29.939754904267428,36.918605945326135
3,4,32.234681896252695,36.918605945326135
4,5,32.79364099273258,36.918605945326135
5,6,33.47539556692114,39.072678177137
6,7,34.01396126341339,39.37860978533476
7,8,34.40054668060709,39.37860978533476
8,9,34.41771371304333,39.37860978533476
9,10,35.463346861380494,40.933070083061025
10,11,36.614259608682715,40.933070083061025
11,12,36.614259608682715,40.933070083061025
12,13,36.614259608682715,40.933070083061025
13,14,36.614259608682715,40.933070083061025
14,15,37.28355906342749,40.933070083061025
15,16,37.38145164606492,40.933070083061025
16,17,37.38145164606492,40.933070083061025
17,18,37.7544972370995,40.933070083061025
18,19,37.7544972370995,40.933070083061025
19,20,38.22004395649368,48.381817593367984
20,21,38.22004395649368,48.381817593367984
21,22,38.22004395649368,48.381817593367984
22,23,38.22004395649368,48.381817593367984
23,24,39.06388258262797,48.381817593367984
24,25,39.328936199368854,48.381817593367984
25,26,39.85768832606794,48.381817593367984
26,27,40.0902820618252,48.381817593367984
27,28,40.0902820618252,48.381817593367984
28,29,40.0902820618252,48.381817593367984
29,30,40.567905126573336,48.381817593367984
