,generations,mean,max
0,1,25.050872173107514,29.10430123586012
1,2,25.050872173107514,29.10430123586012
2,3,30.079165668102117,48.7454571872178
3,4,33.32488698453199,48.7454571872178
4,5,34.70243313539386,48.7454571872178
5,6,34.70243313539386,48.7454571872178
6,7,34.73647229284202,48.7454571872178
7,8,36.487340727030805,48.7454571872178
8,9,36.487340727030805,48.7454571872178
9,10,36.487340727030805,48.7454571872178
10,11,36.487340727030805,48.7454571872178
11,12,37.175027543687754,48.7454571872178
12,13,37.94096645073228,48.7454571872178
13,14,38.1675219859587,48.7454571872178
14,15,38.25326555850439,48.7454571872178
15,16,38.25326555850439,48.7454571872178
16,17,38.25326555850439,48.7454571872178
17,18,39.72649610852249,48.7454571872178
18,19,40.6052418544631,48.7454571872178
19,20,40.6052418544631,48.7454571872178
20,21,42.86721793159216,50.22380813356105
21,22,42.86721793159216,50.22380813356105
22,23,42.86721793159216,50.22380813356105
23,24,42.86721793159216,50.22380813356105
24,25,42.957592408258655,50.22380813356105
25,26,42.957592408258655,50.22380813356105
26,27,42.957592408258655,50.22380813356105
27,28,43.313432588801625,50.75790839492346
28,29,43.873263438622494,50.75790839492346
29,30,44.53797018886496,50.75790839492346
30,31,44.7368674257111,50.75790839492346
31,32,44.954934931768484,50.75790839492346
32,33,45.98652940873086,58.93977900205746
33,34,45.98652940873086,58.93977900205746
34,35,46.14327862929276,58.93977900205746
