,generations,mean,max
0,1,29.246719294689818,41.613333424045635
1,2,30.682090610061017,41.613333424045635
2,3,33.02977845399746,46.83266287116436
3,4,35.010435226836954,46.83266287116436
4,5,35.45599290932867,46.83266287116436
5,6,36.22364445216795,46.83266287116436
6,7,36.91352219297012,46.83266287116436
7,8,37.227747537906744,46.83266287116436
8,9,37.2287655687253,46.83266287116436
9,10,38.58459392818207,46.93278364787314
10,11,38.714795669966456,46.93278364787314
11,12,38.90963127734377,46.93278364787314
12,13,39.00828406507659,46.93278364787314
13,14,39.666752789001535,46.93278364787314
14,15,40.126536262440936,46.93278364787314
15,16,40.20734717293022,46.93278364787314
16,17,40.20734717293022,46.93278364787314
17,18,40.20734717293022,46.93278364787314
18,19,40.20734717293022,46.93278364787314
19,20,40.20734717293022,46.93278364787314
20,21,40.50926029359079,46.93278364787314
21,22,40.50926029359079,46.93278364787314
22,23,40.84089073989261,50.183650848782015
23,24,40.84089073989261,50.183650848782015
24,25,40.84089073989261,50.183650848782015
25,26,41.28443448539076,50.183650848782015
26,27,41.28443448539076,50.183650848782015
27,28,41.84107007499804,50.183650848782015
28,29,41.921813539000894,50.183650848782015
29,30,42.16956424329374,50.183650848782015
30,31,42.22425997611814,50.183650848782015
31,32,42.22425997611814,50.183650848782015
32,33,42.22425997611814,50.183650848782015
33,34,42.22899921307437,50.183650848782015
34,35,42.46439592190373,50.2731904337701
35,36,42.576924959797864,50.2731904337701
36,37,42.576924959797864,50.2731904337701
37,38,42.75513274325264,51.20464938724237
38,39,42.75513274325264,51.20464938724237
39,40,42.75513274325264,51.20464938724237
40,41,42.75513274325264,51.20464938724237
41,42,42.83280260533658,51.20464938724237
42,43,42.876288322129085,51.20464938724237
43,44,42.988799109681395,51.20464938724237
44,45,42.988799109681395,51.20464938724237
45,46,42.988799109681395,51.20464938724237
46,47,42.988799109681395,51.20464938724237
47,48,43.554773096150484,51.20464938724237
48,49,43.554773096150484,51.20464938724237
49,50,43.554773096150484,51.20464938724237
50,51,43.554773096150484,51.20464938724237
51,52,43.67224326231501,53.32741475404741
52,53,43.89281666539831,53.32741475404741
53,54,43.9441326471655,53.32741475404741
54,55,44.052931530079185,54.03342034299822
55,56,44.052931530079185,54.03342034299822
56,57,44.052931530079185,54.03342034299822
57,58,44.42409488437595,54.03342034299822
58,59,44.42409488437595,54.03342034299822
59,60,44.44679858836265,54.03342034299822
60,61,44.44679858836265,54.03342034299822
61,62,44.44679858836265,54.03342034299822
62,63,44.641847686532884,54.03342034299822
63,64,44.797652291202,54.03342034299822
64,65,45.063043746762915,54.03342034299822
65,66,45.063043746762915,54.03342034299822
66,67,45.508198189327985,54.03342034299822
67,68,45.508198189327985,54.03342034299822
68,69,45.508198189327985,54.03342034299822
69,70,45.57398708674171,54.03342034299822
70,71,45.57398708674171,54.03342034299822
71,72,45.57398708674171,54.03342034299822
72,73,45.57398708674171,54.03342034299822
73,74,45.57398708674171,54.03342034299822
74,75,45.57398708674171,54.03342034299822
75,76,45.57398708674171,54.03342034299822
76,77,45.57398708674171,54.03342034299822
77,78,45.57398708674171,54.03342034299822
78,79,45.57398708674171,54.03342034299822
79,80,45.82880738424778,54.03342034299822
80,81,45.82880738424778,54.03342034299822
81,82,45.956988273691195,54.03342034299822
82,83,45.956988273691195,54.03342034299822
83,84,45.956988273691195,54.03342034299822
84,85,45.956988273691195,54.03342034299822
85,86,46.121295704361856,54.03342034299822
86,87,46.121295704361856,54.03342034299822
87,88,46.121295704361856,54.03342034299822
88,89,46.23451974219039,54.03342034299822
89,90,46.23451974219039,54.03342034299822
