,generations,mean,max
0,1,27.904085111408627,40.12589082795917
1,2,28.493321572666932,40.12589082795917
2,3,29.877060080525077,40.12589082795917
3,4,31.617035474203576,40.12589082795917
4,5,33.96414672495876,40.7524531872338
5,6,34.51583005876621,41.616976953428136
6,7,34.89414461209158,41.616976953428136
7,8,35.6551246631054,41.616976953428136
8,9,35.69195031945159,41.616976953428136
9,10,35.74229028327281,41.616976953428136
10,11,36.118079625422276,41.616976953428136
11,12,37.0567385207153,44.3620132773168
12,13,37.53704459532866,44.3620132773168
13,14,38.03783000664933,44.3620132773168
14,15,38.29509982517543,44.3620132773168
15,16,39.24009309709316,47.26848507456792
16,17,39.3097450495876,47.26848507456792
17,18,39.68182898801493,47.26848507456792
18,19,39.68182898801493,47.26848507456792
19,20,39.857919932670924,47.26848507456792
20,21,39.857919932670924,47.26848507456792
21,22,39.89180046197786,47.26848507456792
22,23,40.89926951100741,47.26848507456792
23,24,41.47179879971465,48.94708276575319
24,25,41.47179879971465,48.94708276575319
25,26,41.50020795235062,48.94708276575319
26,27,41.95517902279402,48.94708276575319
27,28,42.306936054850354,53.03862406958999
28,29,42.336828131106664,53.03862406958999
29,30,42.437775950741496,53.03862406958999
30,31,42.915426408751664,53.03862406958999
31,32,42.915426408751664,53.03862406958999
32,33,43.34158232783906,59.07550180522485
33,34,43.34158232783906,59.07550180522485
34,35,43.727220491606545,59.07550180522485
