,generations,mean,max
0,1,26.459493353575308,38.39286072527021
1,2,26.953593487955192,38.39286072527021
2,3,30.963895977865715,40.152715462732544
3,4,32.63887934351444,40.19519422999713
4,5,34.43697033540694,42.10607379196947
5,6,35.41554643224134,45.68490006483691
6,7,35.94137290338336,45.70784892882482
7,8,36.94217305884627,46.82181067029046
8,9,37.940359269987745,46.82181067029046
9,10,38.225132776081644,46.82181067029046
10,11,38.23262922431167,46.82181067029046
11,12,39.12383109518197,51.899075669236254
12,13,39.664407599686655,51.899075669236254
13,14,39.89444601081032,51.899075669236254
14,15,40.068910583000374,53.65119841517208
15,16,40.068910583000374,53.65119841517208
16,17,40.158090622958774,53.65119841517208
17,18,40.53603570150219,53.65119841517208
18,19,40.89922070516529,53.65119841517208
19,20,41.200874232432575,53.65119841517208
20,21,41.379070568519985,53.65119841517208
21,22,41.60944156489464,53.65119841517208
22,23,41.81022387250234,53.65119841517208
23,24,42.48707375903908,53.65119841517208
24,25,42.50304692679116,53.65119841517208
25,26,42.508046461001086,53.65119841517208
26,27,42.508046461001086,53.65119841517208
27,28,42.508046461001086,53.65119841517208
28,29,42.55622442616125,53.65119841517208
29,30,42.55828724549871,53.65119841517208
30,31,42.80223428118723,53.65119841517208
31,32,42.858133927394086,53.65119841517208
32,33,42.87239029703394,53.65119841517208
33,34,42.945109415996924,53.65119841517208
34,35,42.945109415996924,53.65119841517208
35,36,43.09003894270075,53.65119841517208
36,37,43.09003894270075,53.65119841517208
37,38,43.34404702909651,53.65119841517208
38,39,43.34404702909651,53.65119841517208
39,40,43.62274237202686,53.65119841517208
40,41,43.62274237202686,53.65119841517208
41,42,43.62274237202686,53.65119841517208
42,43,43.66242089655564,53.65119841517208
43,44,43.73040618078594,53.65119841517208
44,45,43.770743638413556,53.65119841517208
45,46,43.770743638413556,53.65119841517208
46,47,43.770743638413556,53.65119841517208
47,48,43.770743638413556,53.65119841517208
48,49,43.770743638413556,53.65119841517208
49,50,43.79315063671459,53.65119841517208
50,51,44.27049084654596,56.000232388035016
51,52,44.33506391078056,56.000232388035016
52,53,44.33506391078056,56.000232388035016
53,54,44.6611603611962,56.000232388035016
54,55,44.8719556032164,56.000232388035016
55,56,44.8719556032164,56.000232388035016
56,57,44.941669296773654,56.000232388035016
57,58,44.943084010400796,56.000232388035016
58,59,44.943084010400796,56.000232388035016
59,60,45.11526120445724,56.000232388035016
60,61,45.11526120445724,56.000232388035016
61,62,45.177341228468165,56.000232388035016
62,63,45.177341228468165,56.000232388035016
63,64,45.264561196346165,56.000232388035016
64,65,45.374499886550915,56.000232388035016
65,66,45.374499886550915,56.000232388035016
66,67,45.374499886550915,56.000232388035016
67,68,45.374499886550915,56.000232388035016
68,69,45.374499886550915,56.000232388035016
69,70,45.61812894842,56.000232388035016
70,71,45.72847332113317,56.000232388035016
71,72,45.72847332113317,56.000232388035016
72,73,45.927145492065485,56.000232388035016
73,74,45.927145492065485,56.000232388035016
74,75,45.927145492065485,56.000232388035016
75,76,45.951810154065605,56.000232388035016
76,77,46.153550917865694,56.000232388035016
77,78,46.18779207642085,56.000232388035016
78,79,46.42560137433183,56.000232388035016
79,80,46.427364956783975,56.000232388035016
80,81,46.427364956783975,56.000232388035016
81,82,46.467861983237434,56.000232388035016
82,83,46.57035381557506,56.000232388035016
83,84,46.63737172576377,56.000232388035016
84,85,46.88046232281502,56.000232388035016
85,86,46.88046232281502,56.000232388035016
86,87,46.923564777208036,56.000232388035016
87,88,47.18288304563038,56.000232388035016
88,89,47.18288304563038,56.000232388035016
89,90,47.18288304563038,56.000232388035016
90,91,47.21995540326463,56.000232388035016
91,92,47.32659303744354,56.012257708257955
92,93,47.32659303744354,56.012257708257955
93,94,47.32659303744354,56.012257708257955
94,95,47.32659303744354,56.012257708257955
