,generations,mean,max
0,1,26.77420973404017,33.6198592712362
1,2,26.87290897136165,33.6198592712362
2,3,31.119205607924524,41.98314028998152
3,4,31.34137839697577,41.98314028998152
4,5,31.97814168504348,41.98314028998152
5,6,32.711117284276575,41.98314028998152
6,7,33.60645426362179,41.98314028998152
7,8,35.05775531680284,42.220717281285545
8,9,35.05775531680284,42.220717281285545
9,10,35.21161245364407,42.756062338865775
10,11,35.512346387989766,42.756062338865775
11,12,36.04605078555585,42.756062338865775
12,13,37.71674585740133,42.756062338865775
13,14,37.76729929132555,42.756062338865775
14,15,38.051407244204725,45.550354640670136
15,16,38.53217653497108,45.550354640670136
16,17,38.726863949911994,45.550354640670136
17,18,38.787486918747206,45.550354640670136
18,19,39.390358250354126,45.550354640670136
19,20,39.46473944271102,45.550354640670136
20,21,39.92276382209737,45.550354640670136
21,22,39.99758632178806,45.550354640670136
22,23,39.99758632178806,45.550354640670136
23,24,39.99758632178806,45.550354640670136
24,25,40.011759042393045,45.550354640670136
25,26,40.74584318399704,48.78154720117119
26,27,40.94409500438287,48.78154720117119
27,28,41.15047678550066,48.78154720117119
28,29,41.216847591418556,48.78154720117119
29,30,41.333346108018844,48.78154720117119
30,31,41.353737811462366,48.78154720117119
31,32,41.51205063286819,48.78154720117119
32,33,41.52807941296797,48.78154720117119
33,34,41.829463702572326,48.78154720117119
34,35,41.829463702572326,48.78154720117119
35,36,41.85104076257486,48.78154720117119
36,37,42.08254458863457,48.78154720117119
37,38,42.28215010795675,48.78154720117119
38,39,42.39381817451138,48.78154720117119
39,40,42.39381817451138,48.78154720117119
40,41,42.39381817451138,48.78154720117119
41,42,42.39381817451138,48.78154720117119
42,43,42.39381817451138,48.78154720117119
43,44,42.44220245982497,48.78154720117119
44,45,42.52379139155963,48.78154720117119
45,46,42.92930376162685,48.78154720117119
46,47,42.934878403016924,48.78154720117119
47,48,43.189796161858524,48.78154720117119
48,49,43.22200056812695,48.78154720117119
49,50,43.22200056812695,48.78154720117119
50,51,43.32359656814186,48.78154720117119
51,52,43.559845341536985,48.78154720117119
52,53,43.784121816570064,48.78154720117119
53,54,43.799264889976044,48.78154720117119
54,55,43.799264889976044,48.78154720117119
55,56,43.799264889976044,48.78154720117119
56,57,43.799264889976044,48.78154720117119
57,58,43.799264889976044,48.78154720117119
58,59,43.799264889976044,48.78154720117119
59,60,43.799264889976044,48.78154720117119
