,generations,mean,max
0,1,25.686945654418146,38.548931905954674
1,2,25.927852232339806,38.548931905954674
2,3,30.445621194962605,38.548931905954674
3,4,33.481010057909025,41.88449088392265
4,5,33.759332830138504,41.88449088392265
5,6,33.980775449076006,41.88449088392265
6,7,35.794660790633586,42.899668010337265
7,8,35.95095584019166,42.899668010337265
8,9,36.48953505489128,42.899668010337265
9,10,38.00248322377119,52.36054076754056
10,11,39.470084097491295,52.36054076754056
11,12,40.07643501527254,57.076347476452156
12,13,41.17175182933114,57.076347476452156
13,14,41.17175182933114,57.076347476452156
14,15,41.404563331975766,57.076347476452156
15,16,41.91024708104031,57.076347476452156
16,17,41.99870033256538,57.076347476452156
17,18,42.7042395778236,57.076347476452156
18,19,42.84659531814024,57.076347476452156
19,20,42.84659531814024,57.076347476452156
20,21,42.85584332956405,57.076347476452156
21,22,42.85584332956405,57.076347476452156
22,23,43.09306820555509,57.076347476452156
23,24,43.13571538651794,57.076347476452156
24,25,43.13942687151406,57.076347476452156
25,26,43.254667032870366,57.076347476452156
26,27,43.32775135588339,57.076347476452156
27,28,43.32775135588339,57.076347476452156
28,29,43.656993217391474,57.076347476452156
29,30,43.82316494403253,57.076347476452156
