,generations,mean,max
0,1,26.788236163408886,43.049968936450796
1,2,26.87673285852501,43.049968936450796
2,3,30.881207564527557,43.049968936450796
3,4,33.04185136015742,43.049968936450796
4,5,33.72554581603023,43.049968936450796
5,6,35.71387705960162,43.049968936450796
6,7,36.834879028182286,43.049968936450796
7,8,37.06202273409843,43.648348096752954
8,9,37.24544823311027,44.080785104519606
9,10,37.9254828503469,63.57793841089783
10,11,38.92419369803547,63.57793841089783
11,12,39.254719946396364,63.57793841089783
12,13,39.65969261908219,63.57793841089783
13,14,40.13365820825084,63.57793841089783
14,15,40.37426255117729,63.57793841089783
15,16,40.48361732042753,63.57793841089783
16,17,40.62814048007167,63.57793841089783
17,18,40.806834364960814,63.57793841089783
18,19,40.960032289184646,63.57793841089783
19,20,41.187594365114926,63.57793841089783
20,21,41.187594365114926,63.57793841089783
21,22,41.309040699499,63.57793841089783
22,23,42.22129509469831,63.57793841089783
23,24,42.2820366587169,63.57793841089783
24,25,42.81397896132664,63.57793841089783
